browser position chr13:83460331-84854696
track type=interact name="CF3_promoter_interaction" description="CF3_promoter_interaction"  maxHeightPixels=200:100:50 visibility=full
#chrom chromStart chromEnd name score value exp color bait_chr bait_start bait_end bait_name bait_strand otherEnd_chr otherEnd_start otherEnd_end otherEnd_name otherEnd_strand
chr10	120551464	120877401	mm569	58	5.88	.	#3C4AD7	chr10	120551464	120554521	mm569	.	chr10	120850600	120877401	Msrb3	.
chr10	120472800	120649358	mm1003	56	5.62	.	#269531	chr10	120645600	120649358	mm1003	.	chr10	120472800	120479001	Hmga2	.
chr10	120645600	120877401	mm1003	50	5.05	.	#269531	chr10	120645600	120649358	mm1003	.	chr10	120850600	120877401	Msrb3	.
chr10	15300200	17232978	hs1644	59	5.99	.	#E843E3	chr10	17227740	17232978	hs1644	.	chr10	15300200	15300601	Gm47710	.
chr10	17227740	17728001	hs1644	57	5.77	.	#E843E3	chr10	17227740	17232978	hs1644	.	chr10	17721200	17728001	Cited2	.
chr10	20267200	21084306	hs1351	50	5.02	.	#38A191	chr10	21082040	21084306	hs1351	.	chr10	20267200	20267601	Gm48249,Map7	.
chr10	30617400	31230987	mm762	57	5.7	.	#90D90A	chr10	31225786	31230987	mm762	.	chr10	30617400	30619201	Hint3	.
chr10	30838400	31230987	mm762	56	5.61	.	#90D90A	chr10	31225786	31230987	mm762	.	chr10	30838400	30844801	Hey2	.
chr10	37134200	38557244	hs1302	87	8.79	.	#40ACE4	chr10	38551265	38557244	hs1302	.	chr10	37134200	37142001	Marcks,5930403N24Rik	.
chr10	45807600	45895453	hs1452	56	5.6	.	#EC60E5	chr10	45890416	45895453	hs1452	.	chr10	45807600	45808001	D030045P18Rik	.
chr10	50895000	51260404	hs576	50	5.08	.	#7FEEB6	chr10	51257318	51260404	hs576	.	chr10	50895000	50903401	Sim1	.
chr10	86972200	87475218	hs1114	50	5.04	.	#AF4576	chr10	87472324	87475218	hs1114	.	chr10	86972200	87008201	Gm16271,Stab2	.
chr10	87057800	87475218	hs1114	51	5.18	.	#AF4576	chr10	87472324	87475218	hs1114	.	chr10	87057800	87230601	1700113H08Rik	.
chr10	86972200	87502911	hs1122	94	9.4	.	#4672EE	chr10	87499428	87502911	hs1122	.	chr10	86972200	87008201	Gm16271,Stab2	.
chr10	87057800	87502911	hs1122	50	5.01	.	#4672EE	chr10	87499428	87502911	hs1122	.	chr10	87057800	87230601	1700113H08Rik	.
chr10	87867608	88148001	mm694	57	5.78	.	#1673F1	chr10	87867608	87871417	mm694	.	chr10	88145200	88148001	Parpbp,Nup37	.
chr11	111562103	113202201	mm627	111	11.12	.	#7D361E	chr11	111562103	111564814	mm627	.	chr11	113172000	113202201	2610035D17Rik	.
chr11	111567633	113202201	mm628	66	6.66	.	#0C6C53	chr11	111567633	111570662	mm628	.	chr11	113172000	113202201	2610035D17Rik	.
chr11	113306987	113648401	mm1526	51	5.17	.	#BEF383	chr11	113306987	113311034	mm1526	.	chr11	113564800	113648401	Slc39a11	.
chr11	113306987	113621401	mm1526	56	5.63	.	#BEF383	chr11	113306987	113311034	mm1526	.	chr11	113618600	113621401	Sstr2,Slc39a11	.
chr11	117864350	117988801	mm780	52	5.28	.	#F2FC26	chr11	117864350	117868009	mm780	.	chr11	117986000	117988801	Pgs1	.
chr11	11821600	11898201	hs2059	51	5.19	.	#8B3CC4	chr11	11832428	11838742	hs2059	.	chr11	11821600	11898201	Ddc	.
chr11	11832428	11868601	hs2059	73	7.35	.	#8B3CC4	chr11	11832428	11838742	hs2059	.	chr11	11867800	11868601	Ddc,1700042O10Rik	.
chr11	11832428	12038801	hs2059	53	5.38	.	#8B3CC4	chr11	11832428	11838742	hs2059	.	chr11	12024800	12038801	Grb10	.
chr11	11807200	11959821	mm154	62	6.22	.	#74BA32	chr11	11955729	11959821	mm154	.	chr11	11807200	11810201	Fignl1	.
chr11	11821600	11959821	mm154	106	10.69	.	#74BA32	chr11	11955729	11959821	mm154	.	chr11	11821600	11898201	Ddc	.
chr11	119941600	120318412	mm1481	50	5.09	.	#78EBDB	chr11	120313836	120318412	mm1481	.	chr11	119941600	119945401	Gm11767,Gm11766,Baiap2	.
chr11	120013200	120318412	mm1481	51	5.13	.	#78EBDB	chr11	120313836	120318412	mm1481	.	chr11	120013200	120048801	Aatk	.
chr11	120097600	120318412	mm1481	53	5.39	.	#78EBDB	chr11	120313836	120318412	mm1481	.	chr11	120097600	120100001	Ndufaf8,Tepsin	.
chr11	120149600	120318412	mm1481	85	8.58	.	#78EBDB	chr11	120313836	120318412	mm1481	.	chr11	120149600	120152201	Gm11769,Slc38a10	.
chr11	120183200	120318412	mm1481	73	7.32	.	#78EBDB	chr11	120313836	120318412	mm1481	.	chr11	120183200	120191001	2810410L24Rik	.
chr11	120227200	120318412	mm1481	79	7.92	.	#78EBDB	chr11	120313836	120318412	mm1481	.	chr11	120227200	120243801	2900052L18Rik,Gm11772,Bahcc1	.
chr11	120313836	120379601	mm1481	57	5.73	.	#78EBDB	chr11	120313836	120318412	mm1481	.	chr11	120377200	120379601	Faap100	.
chr11	17447714	18879601	mm1290	149	14.9	.	#F16558	chr11	17447714	17451954	mm1290	.	chr11	18870000	18879601	8430419K02Rik	.
chr11	17447714	19021801	mm1290	53	5.38	.	#F16558	chr11	17447714	17451954	mm1290	.	chr11	19007200	19021801	Gm16140,Gm16141,Meis1	.
chr11	21994600	22004566	hs1066	66	6.64	.	#EC5840	chr11	21999843	22004566	hs1066	.	chr11	21994600	22004401	Otx1	.
chr11	24073400	24711609	hs396	71	7.16	.	#F2E76B	chr11	24708119	24711609	hs396	.	chr11	24073400	24087201	Gm12063,A830031A19Rik,Bcl11a	.
chr11	24088000	24711609	hs396	71	7.16	.	#F2E76B	chr11	24708119	24711609	hs396	.	chr11	24088000	24090401	Bcl11a	.
chr11	24073400	25734236	hs391	89	8.91	.	#B772A4	chr11	25731037	25734236	hs391	.	chr11	24073400	24087201	Gm12063,A830031A19Rik,Bcl11a	.
chr11	24088000	25734236	hs391	89	8.91	.	#B772A4	chr11	25731037	25734236	hs391	.	chr11	24088000	24090401	Bcl11a	.
chr11	24073400	26007593	hs1152	69	6.97	.	#1E0BE6	chr11	26005064	26007593	hs1152	.	chr11	24073400	24087201	Gm12063,A830031A19Rik,Bcl11a	.
chr11	24088000	26007593	hs1152	69	6.97	.	#1E0BE6	chr11	26005064	26007593	hs1152	.	chr11	24088000	24090401	Bcl11a	.
chr1	133180144	133310801	mm971	52	5.26	.	#4FA8E9	chr1	133180144	133184401	mm971	.	chr1	133309600	133310801	Golt1a,Gm28040,Gm28040	.
chr1	133180144	133365801	mm971	78	7.89	.	#4FA8E9	chr1	133180144	133184401	mm971	.	chr1	133363000	133365801	Etnk2	.
chr1	133180144	133610801	mm971	57	5.7	.	#4FA8E9	chr1	133180144	133184401	mm971	.	chr1	133608800	133610801	Snrpe	.
chr1	133385800	133494389	mm573	52	5.2	.	#365E04	chr1	133491544	133494389	mm573	.	chr1	133385800	133424801	Sox13	.
chr11	44616400	44802499	hs230	58	5.86	.	#09964A	chr11	44799055	44802499	hs230	.	chr11	44616400	44623001	Gm37695,Ebf1	.
chr11	44616400	45551904	hs1130	51	5.12	.	#02751B	chr11	45549149	45551904	hs1130	.	chr11	44616400	44623001	Gm37695,Ebf1	.
chr11	46055400	46204043	mm102	52	5.28	.	#3A452C	chr11	46201585	46204043	mm102	.	chr11	46055400	46058801	Adam19	.
chr11	54878648	55034001	mm1343	52	5.27	.	#0645DD	chr11	54878648	54883945	mm1343	.	chr11	55031000	55034001	Anxa6	.
chr1	155037654	155245601	hs1862	58	5.86	.	#A9C73B	chr1	155037654	155040944	hs1862	.	chr1	155224000	155245601	BC034090	.
chr1	162000000	162078894	mm712	74	7.44	.	#27065E	chr1	162073823	162078894	mm712	.	chr1	162000000	162000201	Gm38304,Dnm3	.
chr1	162073823	162223801	mm712	55	5.52	.	#27065E	chr1	162073823	162078894	mm712	.	chr1	162216600	162223801	Mir199a-2,Mir214,Dnm3os,Dnm3	.
chr1	162073823	162313801	mm712	121	12.12	.	#27065E	chr1	162073823	162078894	mm712	.	chr1	162313400	162313801	Dnm3	.
chr1	162828621	163931401	mm713	59	5.93	.	#23E94C	chr1	162828621	162836295	mm713	.	chr1	163929000	163931401	Scyl3	.
chr1	163305800	163900432	hs1442	50	5.01	.	#39DB17	chr1	163896873	163900432	hs1442	.	chr1	163305800	163315601	Gm37644,Prrx1	.
chr11	63412600	64901285	hs1497	180	18	.	#091CF2	chr11	64897897	64901285	hs1497	.	chr11	63412600	63413401	B130011K05Rik	.
chr1	165780000	165936234	hs1331	51	5.14	.	#347A2D	chr1	165933644	165936234	hs1331	.	chr1	165780000	165781201	Gm16565	.
chr1	165763000	166051190	mm757	57	5.71	.	#84CED8	chr1	166046664	166051190	mm757	.	chr1	165763000	165771401	Creg1	.
chr1	165780000	166051190	mm757	68	6.89	.	#84CED8	chr1	166046664	166051190	mm757	.	chr1	165780000	165781201	Gm16565	.
chr1	168163600	169346924	hs1185	70	7.02	.	#D920FD	chr1	169342930	169346924	hs1185	.	chr1	168163600	168433201	Pbx1	.
chr1	168163600	169387690	hs762	61	6.13	.	#A770AB	chr1	169383747	169387690	hs762	.	chr1	168163600	168433201	Pbx1	.
chr11	75047958	75171001	hs1445	91	9.19	.	#EDA6B4	chr11	75047958	75051077	hs1445	.	chr11	75164600	75171001	Hic1	.
chr11	77762800	77908898	mm981	51	5.16	.	#B3CA6E	chr11	77904305	77908898	mm981	.	chr11	77762800	77851001	Myo18a	.
chr1	178527200	179388492	hs2070	77	7.73	.	#187554	chr1	179384545	179388492	hs2070	.	chr1	178527200	178918001	Kif26b	.
