browser position chr13:83460331-84854696
track type=interact name="NT2_promoter_interaction" description="NT2_promoter_interaction"  maxHeightPixels=200:100:50 visibility=full
#chrom chromStart chromEnd name score value exp color bait_chr bait_start bait_end bait_name bait_strand otherEnd_chr otherEnd_start otherEnd_end otherEnd_name otherEnd_strand
chr10	21082040	21145801	hs1351	81	8.19	.	#38A191	chr10	21082040	21084306	hs1351	.	chr10	21144600	21145801	Myb,Gm26577	.
chr10	30838400	31230987	mm762	53	5.39	.	#90D90A	chr10	31225786	31230987	mm762	.	chr10	30838400	30844801	Hey2	.
chr10	37134200	38557244	hs1302	92	9.26	.	#40ACE4	chr10	38551265	38557244	hs1302	.	chr10	37134200	37142001	Marcks,5930403N24Rik	.
chr10	50895000	51260404	hs576	55	5.59	.	#7FEEB6	chr10	51257318	51260404	hs576	.	chr10	50895000	50903401	Sim1	.
chr10	52740527	53344401	mm782	56	5.69	.	#1A358E	chr10	52740527	52745181	mm782	.	chr10	53336000	53344401	Pln,Gm47644,Cep85l	.
chr10	87057800	87327733	hs1575	52	5.25	.	#130928	chr10	87323568	87327733	hs1575	.	chr10	87057800	87230601	1700113H08Rik	.
chr10	87057800	87450481	hs998	56	5.61	.	#65AF88	chr10	87444192	87450481	hs998	.	chr10	87057800	87230601	1700113H08Rik	.
chr10	86972200	87475218	hs1114	66	6.61	.	#AF4576	chr10	87472324	87475218	hs1114	.	chr10	86972200	87008201	Gm16271,Stab2	.
chr10	87057800	87475218	hs1114	54	5.42	.	#AF4576	chr10	87472324	87475218	hs1114	.	chr10	87057800	87230601	1700113H08Rik	.
chr10	86972200	87502911	hs1122	60	6	.	#4672EE	chr10	87499428	87502911	hs1122	.	chr10	86972200	87008201	Gm16271,Stab2	.
chr10	87057800	87502911	hs1122	68	6.87	.	#4672EE	chr10	87499428	87502911	hs1122	.	chr10	87057800	87230601	1700113H08Rik	.
chr11	106133535	106218601	hs1856	51	5.19	.	#F19598	chr11	106133535	106139353	hs1856	.	chr11	106215000	106218601	Ccdc47,Ddx42	.
chr11	113306987	113648401	mm1526	51	5.16	.	#BEF383	chr11	113306987	113311034	mm1526	.	chr11	113564800	113648401	Slc39a11	.
chr11	113708401	113789034	mm1462	51	5.18	.	#384CCE	chr11	113781242	113789034	mm1462	.	chr11	113708401	113709201	Cpsf4l	.
chr11	117864350	118249601	mm780	99	9.9	.	#F2FC26	chr11	117864350	117868009	mm780	.	chr11	118200800	118249601	Cyth1	.
chr11	11821600	11898201	hs2059	64	6.42	.	#8B3CC4	chr11	11832428	11838742	hs2059	.	chr11	11821600	11898201	Ddc	.
chr11	11821600	11959821	mm154	74	7.43	.	#74BA32	chr11	11955729	11959821	mm154	.	chr11	11821600	11898201	Ddc	.
chr11	120149600	120318412	mm1481	68	6.88	.	#78EBDB	chr11	120313836	120318412	mm1481	.	chr11	120149600	120152201	Gm11769,Slc38a10	.
chr11	120183200	120318412	mm1481	61	6.19	.	#78EBDB	chr11	120313836	120318412	mm1481	.	chr11	120183200	120191001	2810410L24Rik	.
chr11	120215800	120318412	mm1481	50	5.04	.	#78EBDB	chr11	120313836	120318412	mm1481	.	chr11	120215800	120217601	Gm11770	.
chr1	118776993	119055001	hs522	52	5.28	.	#916FDE	chr1	118776993	118778185	hs522	.	chr1	118981200	119055001	Gli2	.
chr11	21994600	22004566	hs1066	57	5.76	.	#EC5840	chr11	21999843	22004566	hs1066	.	chr11	21994600	22004401	Otx1	.
chr1	132138000	132334827	mm505	64	6.49	.	#3BDD58	chr1	132331334	132334827	mm505	.	chr1	132138000	132140001	Gm29629,Cdk18	.
chr1	132587000	133081935	hs1368	54	5.45	.	#C3C662	chr1	133079544	133081935	hs1368	.	chr1	132587000	132742401	Nfasc	.
chr1	133163800	133247801	mm971	69	6.91	.	#4FA8E9	chr1	133180144	133184401	mm971	.	chr1	133163800	133247801	Plekha6	.
chr1	133180144	133310801	mm971	53	5.3	.	#4FA8E9	chr1	133180144	133184401	mm971	.	chr1	133309600	133310801	Golt1a,Gm28040,Gm28040	.
chr1	133180144	133365801	mm971	69	6.93	.	#4FA8E9	chr1	133180144	133184401	mm971	.	chr1	133363000	133365801	Etnk2	.
